title,link,user_name,date,description,category
iLovePDF,https://quantrimang.com/download/tai-ilovepdf-188019,Hà Nguyễn,23/02,iLovePDF là một chương trình hữu ích và toàn diện với một loạt các công cụ để làm việc với các file PDF.,Ứng dụng văn phòng
Sejda,https://quantrimang.com/download/tai-sejda-187964,Hà Nguyễn,21/02,"Sejda là một trình chỉnh sửa PDF có cả phiên bản miễn phí và trả phí, cũng như các phiên bản trực tuyến và trên desktop.",Ứng dụng văn phòng
PDFescape,https://quantrimang.com/download/tai-pdfescape-187797,Hà Nguyễn,12/02,PDFescape là trình đọc và chỉnh sửa PDF miễn phí dành cho máy tính Windows.,Ứng dụng văn phòng
Inkscape,https://quantrimang.com/download/tai-inkscape-187784,Hà Nguyễn,14/11,Inkscape là một trình chỉnh sửa đồ họa miễn phí mà bạn có thể sử dụng cho các mục đích cá nhân và chuyên nghiệp.,Ứng dụng văn phòng
PowToon,https://quantrimang.com/download/tai-powtoon-187449,Hà Nguyễn,23/01,Powtoon là nền tảng trực tuyến cho phép bạn tạo các bài thuyết trình dạng hoạt hình bằng giao diện dựa trên timeline đơn giản.,Ứng dụng văn phòng
Adobe Acrobat,https://quantrimang.com/download/tai-adobe-acrobat-186788,Hà Nguyễn,22/12,Adobe Acrobat là một trong những ứng dụng PDF đi tiên phong trong hệ thống Adobe. Phần mềm này cho phép bạn xem các file PDF ngoại tuyến và trực tuyến.,Ứng dụng văn phòng
Font Thư Pháp,https://quantrimang.com/download/font-thu-phap-186774,Nguyễn Trang,22/12,"Font Thư Pháp là bộ font chữ rất thường thấy ở các câu đối ngày Tết, thiệp mừng năm mới, mang lại những giá trị về mặt tinh thần và thể hiện tính nhân văn về truyền thống xưa của đất nước ta.",Ứng dụng văn phòng
Google Sheets (Google Trang tính),https://quantrimang.com/download/google-sheet-google-trang-tinh-186695,Hà Nguyễn,18/12,"Google Sheets (Google Trang tính) là một ứng dụng dựa trên web cho phép người dùng tạo, cập nhật và sửa đổi bảng tính cũng như chia sẻ dữ liệu trực tuyến trong thời gian thực.",Ứng dụng văn phòng
Google Docs (Google Tài liệu),https://quantrimang.com/download/google-docs-google-tai-lieu-186451,Hà Nguyễn,07/12,"Google Docs (Google Tài liệu) là một phần của gói sản phẩm của Google, có sẵn trên đám mây của Google.",Ứng dụng văn phòng
Lịch Việt - Lịch Vạn Niên 2023,https://quantrimang.com/download/lich-viet-186223,Nguyễn Trang,18/01,"Ứng dụng Lịch Việt sẽ mang tới bạn một ứng dụng lịch với rất nhiều chức năng, từ việc đổi lịch âm dương, theo dõi ngày trong tháng, hay chọn ngày tốt trong tháng hay trong năm cho những việc quan trọng",Ứng dụng văn phòng
LibreOffice,https://quantrimang.com/download/libreoffice-185907,Hà Nguyễn,12/11,"LibreOffice là một giải pháp thay thế Microsoft Office miễn phí, hoàn chỉnh với chương trình bảng tính, công cụ cơ sở dữ liệu, tạo bài thuyết trình và xử lý văn bản.",Ứng dụng văn phòng
PDFelement,https://quantrimang.com/download/pdfelement-185874,Hà Nguyễn,11/11,PDFelement là trung tâm cho người dùng doanh nghiệp và gia đình cần chỉnh sửa và chuyển đổi các file PDF.,Ứng dụng văn phòng
Smartsheet,https://quantrimang.com/download/smartsheet-185634,Hà Nguyễn,01/11,"Smartsheet là một nền tảng làm việc động cho phép bạn quản lý các dự án, xây dựng quy trình làm việc và cộng tác với nhóm.",Ứng dụng văn phòng
SharePoint,https://quantrimang.com/download/sharepoint-185491,Hà Nguyễn,25/10,"SharePoint là một hệ thống cộng tác dựa trên web, sử dụng nhiều ứng dụng quy trình làm việc, cơ sở dữ liệu dạng “danh sách” và những thành phần web khác, cũng như các tính năng bảo mật để trao quyền kiểm soát cho những nhóm kinh doanh làm việc cùng nhau.",Ứng dụng văn phòng
ClickUp,https://quantrimang.com/download/clickup-183207,Hà Nguyễn,26/07,"ClickUp là một trong những nền tảng năng suất được đánh giá cao nhất cho bất kỳ doanh nghiệp nào. Các doanh nghiệp lớn như Google, Booking.com, San Diego Padres và Uber đều sử dụng ClickUp để tăng năng suất tại nơi làm việc.",Ứng dụng văn phòng
PDF-XChange Viewer,https://quantrimang.com/download/pdf-xchange-viewer-179466,Hà Nguyễn,01/03,"PDF đã trở thành định dạng thường được sử dụng để đọc, tạo và gửi tài liệu văn bản. Đổi lại, đã có sự gia tăng về số lượng các chương trình được sử dụng cho loại tài liệu này. PDF-XChange Viewer nằm trong số những trình xem PDF ngày càng tăng lên đó.",Ứng dụng văn phòng
Apache OpenOffice,https://quantrimang.com/download/apache-openoffice-179013,Hà Nguyễn,07/09,"Apache OpenOffice cung cấp một bộ ứng dụng Office hoàn chỉnh sánh ngang với Microsoft 365, đặc biệt trong Excel, PowerPoint và Word. Nó cho phép bạn quản lý các dự án của mình hiệu quả hơn, đồng thời hỗ trợ một số định dạng file.",Ứng dụng văn phòng
Tải iTaxviewer,https://quantrimang.com/download/itaxviewer-178994,Hà Nguyễn,10/01,Phần mềm iTaxViewer là phần mềm đọc file XML phổ biến nhất hiện nay. Phần mềm này là ứng dụng đọc tờ khai thuế điện tử định dạng XML của Tổng cục thuế.,Ứng dụng văn phòng
Nitro PDF Reader,https://quantrimang.com/download/nitro-pdf-reader-178900,Hà Nguyễn,01/03,Nitro PDF Reader là một trình chỉnh sửa PDF tiện dụng bao gồm tất cả các tác vụ cơ bản mà hầu hết mọi người thực hiện hàng ngày với tài liệu PDF.,Ứng dụng văn phòng
Microsoft PowerPoint,https://quantrimang.com/download/microsoft-powerpoint-178626,Hà Nguyễn,10/08,Microsoft PowerPoint là một phần trong bộ sưu tập các chương trình kinh doanh và năng suất của Microsoft. Phần mềm trình chiếu này giúp người dùng hiện thực hóa ý tưởng của mình với các tính năng mở rộng của nó. Nó tạo ra các bài thuyết trình rất ấn tượng để thu hút sự chú ý của người xem.,Ứng dụng văn phòng
Microsoft Excel,https://quantrimang.com/download/microsoft-excel-178550,Hà Nguyễn,23/01,"Microsoft Excel là một chương trình phần mềm do Microsoft tạo ra, cho phép người dùng tổ chức, định dạng và tính toán dữ liệu với các công thức bằng hệ thống bảng tính.",Ứng dụng văn phòng
Microsoft Office 2021,https://quantrimang.com/download/microsoft-office-178507,Hà Nguyễn,15/01,"Microsoft Office là một họ phần mềm và dịch vụ client & server được phát triển bởi Microsoft. Phiên bản đầu tiên của Microsoft Office có chứa Microsoft Word, Microsoft Excel và Microsoft PowerPoint.",Ứng dụng văn phòng
Free PDF Editor,https://quantrimang.com/download/free-pdf-editor-178429,Hà Nguyễn,13/01,"Free PDF Editor là một trình tạo PDF miễn phí có tên thực sự gây hiểu lầm. Mặc dù tên chương trình có nghĩa là chỉnh sửa file PDF, nhưng phần mềm này thực sự chỉ có thể tạo một file mới - nó sẽ không cho phép bạn chỉnh sửa file PDF từ nguồn khác.",Ứng dụng văn phòng
Adobe Photoshop 7.0.1 Update,https://quantrimang.com/download/adobe-photoshop-178397,Hà Nguyễn,12/01,"Adobe Photoshop Update 7.0.1 là một cách lý tưởng để sửa lỗi, cải thiện khả năng tương thích với một số chương trình và tăng tốc hoạt động của Adobe Photoshop. Nếu bạn đang sử dụng các phiên bản cũ hơn của chương trình, điều quan trọng là phải cập nhật Photoshop để tận dụng các lợi ích khác nhau.",Ứng dụng văn phòng
Free PDF Reader,https://quantrimang.com/download/free-pdf-reader-178366,Hà Nguyễn,12/01,"Free PDF Reader đến từ Free PDF Solutions, một nhà phát triển liên tục giới thiệu nhiều loại sản phẩm và dịch vụ trong danh mục này. Với việc tải xuống Free PDF Reader, bạn có thể xem và chuyển đổi tất cả các loại PDF sang tài liệu Microsoft Word trong vòng vài giây.",Ứng dụng văn phòng
Microsoft Word,https://quantrimang.com/download/microsoft-word-178326,Hà Nguyễn,10/01,Microsoft Word là một phần mềm Office của Microsoft. Phần mềm doanh nghiệp và năng suất này có khả năng tạo ra các tài liệu đẹp mắt và hấp dẫn. Microsoft Word đi kèm với tất cả các công cụ cần thiết để xử lý tài liệu một cách chuyên nghiệp.,Ứng dụng văn phòng
Adobe Reader DC (Acrobat Reader),https://quantrimang.com/download/adobe-reader-dc-178210,Hà Nguyễn,27/03,"Adobe Acrobat Reader DC là một cách để tận hưởng quyền truy cập PDF mọi lúc, mọi nơi. Chương trình này là một văn phòng ảo dành cho những người bận rộn khi di chuyển. Chương trình Windows cho phép bạn toàn quyền xem và chỉnh sửa nhiều loại PDF, cũng như những file khác.",Ứng dụng văn phòng
HTKK,https://quantrimang.com/download/cach-cai-dat-htkk-ke-khai-thue-174985,Nguyễn Trang,12/01,"HTKK là phần mềm hỗ trợ kê khai thuế được Tổng cục thuế phát hành miễn phí để các doanh nghiệp sử dụng, tạo tờ kê khai thuế và có mã vạch đính kèm khi in ra. Bài viết dưới đây sẽ hướng dẫn bạn đọc cách cài HTKK mới nhất trên máy tính để kê khai thuế qua mạng.",Ứng dụng văn phòng
Only Up!,https://quantrimang.com/cong-nghe/only-up-197872,Khánh Toàn,25/07,"Trong Only Up!, bạn vào vai một thiếu niên tên Jackie đến từ khu ổ chuột muốn thoát khỏi cảnh nghèo đói và bắt đầu hành trình tìm hiểu về thế giới và bản thân.",Tải game
Tải Dị Tiên Hiệp trên iOS và Android,https://quantrimang.com/download/di-tien-hiep-196925,Du Dương,04/05,Tải ngay Dị Tiên Hiệp và hòa mình vào thế giới võ hiệp độc đáo đầy màu sắc.,Tải game
Tải Giang Hồ Bát Phái Phân Tranh trên iOS và Android,https://quantrimang.com/download/giang-ho-bat-phai-phan-tranh-196909,Du Dương,04/05,Tải Giang Hồ Bát Phái Phân Tranh và trải nghiệm tựa game MMORPG kiếm hiệp vô cùng hấp dẫn của VTC Game ngay hôm nay.,Tải game
Tải Alo Chủ Tướng Gamota trên Android và iOS,https://quantrimang.com/download/alo-chu-tuong-gamota-196833,Du Dương,28/04,"Tải ngay Alo Chủ Tướng Gamota để hòa mình vào thế giới Tam Quốc, nơi bạn có thể trở thành bậc đế vương đầy quyền lực.",Tải game
Tải Viking Rise trên Android và iOS,https://quantrimang.com/download/viking-rise-196694,Du Dương,21/04,"Là thủ lĩnh Viking, bạn sẽ dẫn dắt Bộ tộc của mình khám phá và chinh phục thế giới Midgard như thế nào? Tải Viking Rise và trải nghiệm ngay thế giới của những Viking vô cùng dũng mãnh trên nền tảng Android và iOS ngay hôm nay.",Tải game
Endless Nightmare 5: Curse PC,https://quantrimang.com/cong-nghe/endless-nightmare-5-curse-pc-196573,Minh Mũm Mĩm,15/04,Endless Nightmare 5: Curse sẽ là phần tiếp theo trong series game Endless Nightmare mà người chơi sẽ được trải nghiệm thêm một phong cách dọa ma đặc trưng khác.,Tải game
"Tải Ngự Long Kiếm 3D trên iOS, Android và PC",https://quantrimang.com/download/tai-ngu-long-kiem-3d-196570,Du Dương,15/04,Ngự Long Kiếm 3D là tựa game MMORPG độc đáo nơi cho phép bạn có thể lựa chọn con đường tu tiên hay nhập ma cho nhân vật. Cùng tải xuống ngay Ngự Long Kiếm 3D và hòa mình vào thế giới ma thần vô cùng thú vị này ngay nhé.,Tải game
"Ragnarok Origin Global trên máy tính, PC",https://quantrimang.com/download/ragnarok-origin-196518,Du Dương,12/04,Tải ngay Ragnarok Origin và có trải nghiệm tuyệt vời nơi thế giới viễn tưởng với những vị thần của thần thoại Bắc Âu.,Tải game
"Tiệm Sushi Mơ Ước trên máy tính, PC",https://quantrimang.com/download/my-sushi-story-196490,Du Dương,11/04,My Sushi Story hay Tiệm Sushi Mơ Ước là tựa game mobile thuộc thể loại mô phỏng đưa người chơi quản lý và phát triển nhà hàng sushi của riêng mình.,Tải game
Ảo Linh Sư,https://quantrimang.com/download/ao-linh-su-196407,Du Dương,06/04,Tải xuống ngay Ảo Linh Sư - tựa game thủ thành đấu tướng vô cùng hấp dẫn vừa được GOSU cho ra mắt trên cả hai nền tảng Android và iOS.,Tải game
Blackpink The Game,https://quantrimang.com/download/blackpink-the-game-196374,Du Dương,05/04,"Blackpink The Game là tựa game mô phỏng độc đáo, hấp dẫn mà các fan Blackpink nói chung và những ai yêu thích Kpop nói riêng không thể bỏ lỡ.",Tải game
Harry Potter Magic Awakened,https://quantrimang.com/download/harry-potter-magic-awakened-196343,Du Dương,04/04,Harry Potter: Magic Awakened là game di động nhập vai thẻ bài chủ đề Harry Potter do NetEase Games độc ​​quyền phát hành.,Tải game
Đại Soái 3Q SohaGame,https://quantrimang.com/download/dai-soai-3q-196319,Du Dương,10/04,Tải ngay game Đại Soái 3Q và trải nghiệm thế giới Tam Quốc chiến thuật vô cùng hấp dẫn.,Tải game
Kiếm Thế Origin PC,https://quantrimang.com/download/kiem-the-origin-pc-196181,Minh Mũm Mĩm,27/03,"Nếu bạn đang tìm kiếm cách chơi Kiếm Thế Origin trên PC chuẩn nhất tốt nhất, thì trình giả lập Android LDPlayer chính là sự lựa chọn thích hợp.",Tải game
Cat Time PC,https://quantrimang.com/download/cat-time-ios-196156,Minh Mũm Mĩm,25/03,"Cũng như DoggoGo, Cat Time PC cũng cho phép người chơi ghép các khối hình giống nhau vào với nhau. Chúng sẽ tự động ghép với nhau và biến mất, và độ khó của Cat Time thì không kém gì so với DoggoGo.",Tải game
Cat Time,https://quantrimang.com/download/cat-time-196154,Du Dương,25/03,Biến giấc mơ nuôi mèo cưng từ bấy lâu thành sự thực ngay lập tức nhờ game nuôi thú ảo cực vui nhộn và đáng yêu mang tên Cat Time,Tải game
Revelation: Thiên Dụ,https://quantrimang.com/download/revelation-thien-du-195698,Du Dương,01/03,Revelation Thiên Dụ là tựa game do NetEase Games phát hành và được cho ra mắt tại thị trường Việt Nam thông qua VNG Games,Tải game
Tam Quốc Chess PC,https://quantrimang.com/download/tam-quoc-chess-pc-195461,Minh Mũm Mĩm,16/02,Tam Quốc Chess cho PC là một trò chơi chiến thuật được phát triển bởi undefined. Tham gia vào game sẽ giúp bạn thu thập các tá chiến trướng từ những thế lực Ngụy – Thục – Ngô – Quần – Thần – Ma.,Tải game
Doggo Go,https://quantrimang.com/download/doggo-go-194957,Du Dương,14/04,"Doggo Go là tựa game ghép hình vui nhộn, tuy nhiên chỉ 1% người chơi trên toàn thế giới có thể qua Level 2 và nhận được meme chú cún nhảy múa vô cùng đáng yêu.",Tải game
Garena Cái Thế Tranh Hùng,https://quantrimang.com/download/garena-cai-the-tranh-hung-194883,Du Dương,11/01,"Garena Cái Thế Tranh Hùng là tựa game mới nhất trên nền tảng di động được phía Garena phát hành sau sự ra đi của LMHT. Tựa game này được dự đoán sẽ đem lại làn gió mới cho cộng đồng game thủ Việt Nam bởi lối chơi thú vị, đồ họa hấp dẫn.",Tải game
"Phú Hộ Công Lược dành cho máy tính, PC",https://quantrimang.com/download/phu-ho-cong-luoc-danh-cho-may-tinh-pc-194836,Du Dương,09/01,"Phú Hộ Công Lược là tựa game mô phỏng vô cùng hấp dẫn, thu hút rất nhiều người chơi thời gian qua. Hãy cùng tìm hiểu rõ hơn về tựa game này nhé.",Tải game
Liên Minh Huyền Thoại VNG,https://quantrimang.com/download/lien-minh-huyen-thoai-vng-riot-games-194780,Minh Mũm Mĩm,06/01,"Liên Minh Huyền Thoại là một tựa game khá phức tạp bao gồm cả chiến lược cấp cao và lối chơi có nhịp độ nhanh. Người chơi biết cách đánh bại đối thủ trước mặt họ, đồng thời ghi nhớ các yếu tố liên quan như trang bị, bảng ngọc, kỹ năng... để hỗ trợ đội của mình và giành chiến thắng.",Tải game
"Cửu Vĩ Đại Chiến trên máy tính, PC",https://quantrimang.com/download/cuu-vi-dai-chien-tren-may-tinh-pc-194509,Du Dương,21/12,"Tải ngay Cửu Vĩ Đại Chiến phiên bản dành cho máy tính, PC và trải nghiệm thế giới Nhẫn giả vô cùng hấp dẫn.",Tải game
Trụ Trì Online PC,https://quantrimang.com/download/tru-tri-online-pc-194398,Minh Mũm Mĩm,15/12,"Trụ Trì Online sẽ cho bạn biết công việc của một ngôi chùa bao gồm những gì. Công việc tu sửa, trồng trọt, lập điện thờ, các phòng nghỉ cho khách và những công trình khác. Kèm theo đó là các hoạt động bên ngoài như Hóa Duyên, các tăng nhân sẽ đi ra ngoài tìm các nguyên liệu để tu sửa và nâng cấp chùa.",Tải game
"Tiệm lẩu Đường Hạnh Phúc trên máy tính, PC",https://quantrimang.com/download/tiem-lau-duong-hanh-phuc-tren-may-tinh-pc-194224,Du Dương,08/12,"Tiệm lẩu Đường Hạnh Phúc là tựa game mô phỏng vô cùng hấp dẫn, thu hút rất nhiều người chơi thời gian qua. Hãy cùng tìm hiểu rõ hơn về tựa game này nhé.",Tải game
Kiếm Vương 1 - ADNX Mobile,https://quantrimang.com/download/kiem-vuong-1-adnx-mobile-193786,Du Dương,11/11,Kiếm Vương 1 - ADNX Mobile là một trong những tựa game nhập vai kiếm hiệp được mong đợi nhất trong năm nay.,Tải game
Football Manager 2023 Mobile Android,https://quantrimang.com/download/football-manager-2023-mobile-android-193759,Minh Mũm Mĩm,10/11,Football Manager 2023 Mobile là một trong những tựa game quản lý bóng đá được mong chờ nhất cả trong làng game mobile lẫn game PC.,Tải game
Football Manager 2023 Mobile iOS,https://quantrimang.com/download/football-manager-mobile-193717,Minh Mũm Mĩm,08/11,"Football Manager 2023 Mobile là phiên bản mobile của tựa game Football Manager 2023 trên nền tảng Windows. Đến với Football Manager 2023 Mobile, người chơi sẽ đảm nhận vai trò của một nhà quản lý bóng đá, giám sát các đội bóng xuất sắc nhất trên thế giới.",Tải game
Mời tải game Filament trên Epic Games Store đang miễn phí,https://quantrimang.com/download/tai-game-filament-193688,Nguyễn Trang,06/11,Tựa game Filament trên Epic Games Store đang được miễn phí tới hết ngày 10/11 để người chơi tải game xuống thư viện game Epic của mình.,Tải game
Thiên Long Bát Bộ 2 VNG,https://quantrimang.com/download/thien-long-bat-bo-2-vng-193592,Du Dương,31/10,Thiên Long Bát Bộ 2 VNG là tựa game nhập vai 3D MMORPG dựa trên cốt truyện Thiên Long Bát Bộ nổi tiếng. Tải game để bắt đầu hành tẩu giang hồ ngay hôm nay.,Tải game
Eville,https://quantrimang.com/download/eville-193546,Du Dương,27/10,Eville là tựa game phong cách Ma Sói mà bạn có thể chơi trên nền tảng PC hoặc Xbox.,Tải game
Tải Geometry Dash mọi nền tảng,https://quantrimang.com/download/geometry-dash-android-193435,Minh Mũm Mĩm,21/10,Geometry Dash là một game mobile một nút được phát triển bởi nhà phát triển Thụy Điển Robert Topala còn được gọi là RobTop.,Tải game
Stickman AFK,https://quantrimang.com/download/stickman-afk-193339,Minh Mũm Mĩm,17/10,Stickman AFK là tựa game mobile thuộc thể loại nhàn hạ nhất trong các tựa game di động đúng như tên gọi của mình.,Tải game
Overwatch 2,https://quantrimang.com/download/overwatch-2-193227,Minh Mũm Mĩm,12/10,Overwatch 2 là phần tiếp theo của Overwatch đầu tiên được ra mắt vào năm 2014. Và thay đổi lớn nhất so với phần đầu tiên đó là Overwatch 2 sẽ hoàn toàn miễn phí so với phần 1.,Tải game
Võ Lâm Truyền Kỳ MAX trên máy tính,https://quantrimang.com/download/vo-lam-truyen-ky-max-pc-192824,Minh Mũm Mĩm,26/09,"Võ Lâm Truyền Kỳ MAX là tựa game VLTK đã từng làm mưa làm gió trên thị trường game online Việt Nam trong những năm 2005-2008 nhưng với một diện mạo hiện đại, mới mẻ hơn. Võ Lâm Truyền Kỳ Max sẽ khiến game thủ cảm thấy hoài niệm khi đập vào mắt là những môn phái quen thuộc như Thiên Vương, Nga My, Võ Đang, Thiên Nhẫn, Đường Môn.",Tải game
Pokémon GO,https://quantrimang.com/download/pokemon-go-192736,Minh Mũm Mĩm,20/09,Pokémon GO là một trò chơi tương tác ảo được Niantic phát triển và do The Pokémon Company phát hành dành cho những thiết bị iOS và Android thuộc dòng game Pokémon. Game được ra mắt toàn cầu vào tháng 7 năm 2016 và tạo nên một cơn sốt dữ dội trong thế giới game mobile ngày đó.,Tải game
Huyền Thoại Hải Tặc - Hải Tặc Đại Chiến,https://quantrimang.com/download/huyen-thoai-hai-tac-192257,Minh Mũm Mĩm,29/08,Huyền Thoại Hải Tặc là một trò chơi di động dành cho những ai là fan của One Piece. Với đồ họa đơn giản nhưng kết hợp cốt truyện đầy đủ và các nhân vật được thay đổi theo thời gian.,Tải game
Plant Empires: Arena Game,https://quantrimang.com/download/plant-empires-arena-game-191699,Minh Mũm Mĩm,03/08,"Plant Empires Arena Game là sự kết hợp của thể loại RPG và phòng thủ tháp đặc trưng của Plants vs Zombie. Nơi mà bạn phải sử dụng những loại cây thực vật để chống lại đám zombie hung hãn. Game cũng có các chế độ PvE và PvP giúp game thủ vượt ải và sử dụng đội hình của mình để so tài với những đội hình khác, leo rank",Tải game
Plant Empires - Merge Defense Monster,https://quantrimang.com/download/plant-empires-191666,Minh Mũm Mĩm,02/08,Plant Empires - Merge Defense Monster có lối chơi đơn giản giống với tựa game nổi tiếng Plants vs Zombies nhưng sẽ thú vị và hấp dẫn hơn nhờ cơ chế kết hợp đặc biệt. Bạn có thể ghép các cây trong Plant Empires lại với nhau và giúp chúng tăng sức mạnh.,Tải game
B612,https://quantrimang.com/download/b612-195691,Nguyễn Trang,01/03,"B612 là ứng dụng chỉnh sửa ảnh trên điện thoại thần tháng, được rất nhiều người yêu thích. Với ứng dụng B612, người dùng sẽ có được những bức ảnh chụp selfie đẹp theo ý mình,","Ảnh, đồ họa"
EPIK,https://quantrimang.com/download/tai-epik-195415,Hà Nguyễn,14/02,EPIK là một ứng dụng chỉnh sửa ảnh sẽ đưa vào tay bạn nhiều công cụ để mang lại sự hoàn thiện chuyên nghiệp cho tất cả các bức ảnh của bạn.,"Ảnh, đồ họa"
3DLUT mobile,https://quantrimang.com/download/tai-3dlut-mobile-195408,Hà Nguyễn,14/02,"3DLUT mobile là một ứng dụng chỉnh sửa ảnh và video chuyên nghiệp dành cho điện thoại di động, cho phép người dùng điều chỉnh giao diện của ảnh/video dựa trên sở thích.","Ảnh, đồ họa"
Varlens - DSLR in Phone,https://quantrimang.com/download/tai-varlens-dslr-in-phone-195323,Hà Nguyễn,09/02,Varlens là một ứng dụng camera chuyên nghiệp mới xuất hiện gần đây với hơn 100 chức năng và dễ sử dụng. Varlens giúp tăng cường tính tương tác trong nhiếp ảnh.,"Ảnh, đồ họa"
Bazaart,https://quantrimang.com/download/tai-bazaart-195070,Hà Nguyễn,24/01,Bazaart là một ứng dụng từng đoạt giải thưởng cho phép bạn tạo các thiết kế đẹp mắt bằng ảnh và video của mình. Hãy tham gia cùng hàng triệu người dùng để tạo ra các thiết kế chuyên nghiệp mỗi ngày và thúc đẩy sự sáng tạo của bạn!,"Ảnh, đồ họa"
Prisma,https://quantrimang.com/download/tai-prisma-195066,Hà Nguyễn,24/01,"Với trình chỉnh sửa ảnh Prisma, thật dễ dàng để tính nghệ sĩ bên trong bạn bộc lộ và chuyển từ ảnh bình thường sang một tác phẩm đầy mê hoặc chỉ trong vài giây!","Ảnh, đồ họa"
PhotoDirector,https://quantrimang.com/download/tai-photodirector-193586,Hà Nguyễn,30/10,CyberLink PhotoDirector là phần mềm đặc biệt cho phép người dùng chỉnh sửa và điều chỉnh ảnh của họ theo một số cách khác nhau.,"Ảnh, đồ họa"
Pixlr,https://quantrimang.com/download/tai-pixlr-193340,Hà Nguyễn,17/10,"Pixlr là một trình chỉnh sửa ảnh miễn phí được tạo cho các nhà thiết kế, nhiếp ảnh gia và những người có ảnh hưởng trên mạng xã hội.","Ảnh, đồ họa"
SmartSHOW 3D,https://quantrimang.com/download/tai-smartshow-3d-192703,Hà Nguyễn,18/09,SmartSHOW 3D là một gói phần mềm trình chiếu cho phép bạn tạo slideshow rực rỡ từ ảnh và video.,"Ảnh, đồ họa"
Google Photos,https://quantrimang.com/download/tai-google-photos-192682,Hà Nguyễn,16/09,Google Photos là dịch vụ lưu trữ và chia sẻ ảnh do Google phát triển. Nó được phát hành vào năm 2015 và hiện đang cực kỳ phổ biến trên toàn thế giới.,"Ảnh, đồ họa"
ProShow Gold,https://quantrimang.com/download/tai-proshow-gold-192636,Hà Nguyễn,15/09,ProShow Gold là một công cụ tạo slideshow từ ảnh và video dễ dàng trên PC . Đây là giải pháp phần mềm tạo slideshow hoàn chỉnh để chia sẻ những kỷ niệm đẹp nhất của bạn.,"Ảnh, đồ họa"
Clip Studio Paint,https://quantrimang.com/download/tai-clip-studio-paint-192564,Hà Nguyễn,12/09,"Clip Studio Paint là một phần mềm thiết kế và đồ họa được phát triển bởi CELSYS Inc. Nó là một công cụ sáng tạo được sử dụng để tạo truyện tranh kỹ thuật số, hình minh họa và hoạt hình 2D.","Ảnh, đồ họa"
Blender,https://quantrimang.com/download/tai-blender-190610,Hà Nguyễn,13/06,"Blender là một ứng dụng tạo mô hình, dựng hình, tạo họa tiết, điêu khắc và hoạt hình 3D miễn phí đã ra đời được một thời gian.","Ảnh, đồ họa"
Cleanup.pictures,https://quantrimang.com/download/cleanup-pictures-189826,Hà Nguyễn,09/05,Cleanup.pictures là một ứng dụng web cực kỳ chính xác để nâng cao chất lượng hình ảnh của bạn.,"Ảnh, đồ họa"
