title,link,user_name,date,description,category
Cách trả hàng hoàn tiền trên TikTok Shop,https://quantrimang.com/cong-nghe/cach-tra-hang-hoan-tien-tren-tiktok-shop-198505,Nguyễn Trang,4 ngày,Khi bạn mua hàng trên TikTok Shop nếu không ưng ý thì có thể yêu cầu hoàn hàng và trả tiền như một số ứng dụng mua sắm trực tuyến khác.,Ứng dụng
Hướng dẫn căn giữa trong Excel không cần gộp ô,https://quantrimang.com/cong-nghe/huong-dan-can-giua-trong-excel-khong-can-gop-o-198504,Nguyễn Trang,4 ngày,Nếu bạn không muốn gộp ô để căn giữa trong Excel thì có cách thực hiện khác đơn giản hơn rất nhiều. Bài viết dưới đây sẽ hướng dẫn bạn căn giữa trong Excel không cần gộp ô.,Ứng dụng
10 nguyên tắc thiết kế UI/UX cho ứng dụng di động,https://quantrimang.com/cong-nghe/nguyen-tac-thiet-ke-ui-ux-cho-ung-dung-di-dong-198502,Kandy parfume,5 ngày,"Việc bỏ qua chế độ xem trên thiết bị di động của ứng dụng sẽ làm giảm cơ hội thành công của ứng dụng, bất kể chức năng hoặc mục đích sử dụng của ứng dụng.",Ứng dụng
Cách đổi thông tin xác thực tài khoản Zalo,https://quantrimang.com/cong-nghe/cach-doi-thong-tin-xac-thuc-tai-khoan-zalo-198497,Nguyễn Trang,4 ngày,"Nếu thông tin tài khoản Zalo khi bạn xác thực bị sai, hoặc bạn cần cập nhật lại thông tin tài khoản Zalo khi xác thực thì cũng có thể đổi thông tin xác thực rất đơn giản.",Ứng dụng
7 phần mềm tăng âm lượng miễn phí tốt nhất cho Windows,https://quantrimang.com/cong-nghe/phan-mem-tang-am-luong-mien-phi-tot-nhat-cho-windows-198496,Kandy parfume,10 giờ,"Các ứng dụng tăng cường, khuếch đại âm thanh vượt quá giới hạn tối đa thông qua những thuật toán khác nhau.",Ứng dụng
Cách dịch bình luận trên TikTok sang tiếng Việt,https://quantrimang.com/cong-nghe/cach-dich-binh-luan-tren-tiktok-198481,Nguyễn Trang,5 ngày,"Trong quá trình sử dụng, nếu bạn muốn đổi sang ngôn ngữ bình luận sang Tiếng Việt hoặc sang ngôn ngữ khác mà mình muốn cũng rất đơn giản.",Ứng dụng
7 add-on bảo mật tốt nhất cho Vivaldi,https://quantrimang.com/cong-nghe/add-on-bao-mat-tot-nhat-cho-vivaldi-198477,Kandy parfume,6 ngày,"Vivaldi là một trình duyệt web dựa trên Chromium, nghĩa là nó có quyền truy cập vào Google Web Store. Điều đó nghĩa là bạn có thể cải thiện mức độ bảo mật của Vivaldi bằng cách thêm nhiều tiện ích mở rộng khác nhau.",Ứng dụng
Cách thay đổi tuổi của bạn trên Discord,https://quantrimang.com/cong-nghe/cach-thay-doi-tuoi-tren-discord-198475,Phạm Hải,Hôm qua,"Không giống như nhiều nền tảng khác, Discord không cho phép bạn thay đổi tuổi của mình từ ứng dụng web, PC hoặc thiết bị di động.",Ứng dụng
Mẹo tránh quảng cáo trên Instagram,https://quantrimang.com/cong-nghe/tranh-quang-cao-tren-instagram-198470,Phạm Hải,Hôm qua,"Hầu hết các nền tảng mạng xã hội phổ biến trên thế giới hiện nay đều hoạt động theo mô hình không thu phí người dùng, mà tận dụng quảng cáo để kiếm tiền.",Ứng dụng
5 thủ thuật cần thiết để tìm kiếm tốt hơn trên Windows 11,https://quantrimang.com/cong-nghe/thu-thuat-tim-kiem-tot-hon-tren-windows-11-198531,Kun cute,2 ngày,"Để khai thác toàn bộ tiềm năng của chức năng tìm kiếm mạnh mẽ này và đảm bảo hiệu suất tối ưu trên Windows 11, hãy thử các kỹ thuật điều chỉnh tìm kiếm được đề cập bên dưới.",Hệ thống
"Hình nền xanh dương, ảnh nền xanh dương",https://quantrimang.com/cong-nghe/hinh-nen-xanh-duong-anh-nen-xanh-duong-198519,Minh Mũm Mĩm,4 ngày,"Trong bài viết này, Quantrimang sẽ giới thiệu cho bạn một số hình nền màu xanh dương đẹp và chất lượng cao.",Hệ thống
5 cách ghi chú trên Windows 11 không cần tải phần mềm,https://quantrimang.com/cong-nghe/ghi-chu-tren-windows-11-khong-tai-phan-mem-198513,Kun cute,3 ngày,"Nếu trí nhớ của bạn không tốt lắm, bạn có thể sử dụng những công cụ này để nhắc nhở bản thân về những điều quan trọng trong khi làm việc.",Hệ thống
Cách thay đổi hành vi User Access Control cho người dùng tiêu chuẩn trên Windows,https://quantrimang.com/cong-nghe/thay-doi-hanh-vi-uac-cho-nguoi-dung-wndows-tieu-chuan-198498,Kun cute,5 ngày,"Theo mặc định, người dùng tiêu chuẩn trên Windows có thể chạy các chương trình với quyền admin nếu họ nhập mật khẩu admin khi được UAC nhắc. Tuy nhiên, đây không phải là hành vi duy nhất mà UAC có đối với tài khoản người dùng tiêu chuẩn.",Hệ thống
Cách kích hoạt phần Home trong ứng dụng Settings Windows 11,https://quantrimang.com/cong-nghe/kich-hoat-home-trong-settings-windows-11-198480,Kun cute,5 ngày,Microsoft cũng đã phát hành một phiên bản khác của ứng dụng Settings kết hợp phần Home mới và bố cục sẽ giúp bạn truy cập các cài đặt được sử dụng phổ biến nhất.,Hệ thống
Cách khởi động lại (restart) ứng dụng trên Windows 11 và Windows 10,https://quantrimang.com/cong-nghe/restart-ung-dung-tren-windows-198459,Phạm Hải,5 ngày,"Bằng cách khởi động lại (restart), bạn có thể khắc phục một vài sự cố nhỏ của ứng dụng, làm cho các thay đổi của bạn trong ứng dụng có hiệu lực và thậm chí là cập nhật ứng dụng khi cần.",Hệ thống
Cách khôi phục các service mặc định trong Windows 11,https://quantrimang.com/cong-nghe/khoi-phuc-service-mac-dinh-windows-11-198446,Kun cute,30/07,Service là một loại ứng dụng chạy trong nền hệ thống mà không có giao diện người dùng. Các service cung cấp những tính năng cốt lõi của hệ điều hành.,Hệ thống
5 lý do Web3 kém an toàn hơn Web 2.0,https://quantrimang.com/cong-nghe/web3-kem-an-toan-hon-web-2-0-198424,Kun cute,28/07,"Web3 là phiên bản dựa trên blockchain của Internet. Đó là sự phát triển của Web 2.0, tập trung vào việc làm cho dữ liệu trở nên phi tập trung.",Hệ thống
"Cách sửa lỗi ""ms-resource:Appname/Text"" trên Windows 11",https://quantrimang.com/cong-nghe/sua-loi-ms-resource-appname-text-windows-11-198421,Kun cute,28/07,"Nếu gần đây bạn đã thực hiện nâng cấp và nhận thấy mục nhập ""ms-resource:Appname/text"" kỳ lạ trong menu Start, thì bạn không đơn độc. Bạn cũng có thể gặp phải lỗi này khi mở cài đặt hoặc ứng dụng.",Hệ thống
Báo cáo hệ thống trong Windows là gì? Tạo và phân tích báo cáo này như thế nào?,https://quantrimang.com/cong-nghe/bao-cao-he-thong-windows-la-gi-198350,Kun cute,24/07,"Bạn có thể sử dụng System Information để tạo báo cáo hệ thống, sau đó bạn có thể tự phân tích hoặc gửi cho ai đó có kiến thức kỹ thuật hơn về Windows để giúp bạn.",Hệ thống
Cách khắc phục lỗi 740 “Requested Operation Requires Elevation” trên Windows 10/11,https://quantrimang.com/cong-nghe/sua-loi-740-requested-operation-requires-elevation-198341,Kun cute,24/07,Một số người dùng đã báo cáo trong các bài đăng trên diễn đàn hỗ trợ rằng lỗi 740 xảy ra khi họ cố chạy chương trình hoặc truy cập thư mục trên PC Windows.,Hệ thống
Cách kích hoạt Windows Copilot bằng ViveTool,https://quantrimang.com/cong-nghe/kich-hoat-windows-copilot-bang-vivetool-198322,Kun cute,22/07,"Windows Copilot là tác nhân AI của Microsoft trong Windows 11, được thiết kế để giúp bạn làm việc hiệu quả và hoàn thành công việc nhanh hơn.",Hệ thống
Cách thay đổi trang khởi động Task Manager trong Windows 11,https://quantrimang.com/cong-nghe/thay-doi-trang-khoi-dong-task-manager-198316,Kun cute,22/07,"Task Manager cung cấp tổng quan nhanh về trạng thái hiện tại của hệ thống và hiển thị thông tin cần thiết. Nếu bạn muốn tùy chỉnh giao diện của Task Manager, hãy thay đổi trang khởi động này.",Hệ thống
Cách khắc phục lỗi vòng lặp “Please Wait for the GPSVC”,https://quantrimang.com/cong-nghe/khac-phuc-loi-please-wait-for-the-gpsvc-198270,Kun cute,19/07,"Lỗi vòng lặp ""Please wait for the GPSVC"" trong Windows là một sự cố khó chịu có thể khiến hệ thống bị mắc kẹt khi tắt máy. Vòng lặp này có liên quan đến Group Policy Client Service (GPSVC).",Hệ thống
7 cách khắc phục lỗi Windows Updates không hoạt động,https://quantrimang.com/cong-nghe/windows-update-khong-hoat-dong-198245,Kun cute,18/07,"Cập nhật là một phần quan trọng của bất kỳ máy tính Windows nào. Vì vậy, nếu có điều gì đó không ổn với các bản cập nhật, tốt nhất bạn nên giải quyết chúng càng sớm càng tốt.",Hệ thống
Cách kết nối Remote Desktop không cần mật khẩu trong Windows 11,https://quantrimang.com/cong-nghe/ket-noi-remote-desktop-khong-can-mat-khau-windows-11-198216,Kun cute,18/07,Mặc dù các biện pháp bảo mật thường yêu cầu mật khẩu. Nhưng nếu bạn có thể kết nối với Remote Desktop mà không cần mật khẩu thì sao?,Hệ thống
Cách xóa thư mục Windows.old trong Windows 11,https://quantrimang.com/cong-nghe/xoa-thu-muc-windows-old-trong-windows-11-198196,Kun cute,15/07,"Windows sẽ tự động xóa Windows.old sau 30 ngày kể từ ngày tạo. Nhưng nếu cần dung lượng lưu trữ đó ngay bây giờ, bạn có thể thử bất kỳ phương pháp nào trong số này để xóa thư mục khỏi PC của mình.",Hệ thống
Cách tạo Snap Layouts tùy chỉnh trong Windows bằng PowerToys,https://quantrimang.com/cong-nghe/tao-snap-layouts-tuy-chinh-bang-powertoys-198190,Kun cute,15/07,"Với PowerToys, bạn có thể tạo snap layout tùy chỉnh cho máy tính chạy Windows 10 hoặc 11 của mình và thực hiện đa nhiệm một cách dễ dàng.",Hệ thống
Có thể xóa những gì trong Windows Disk Cleanup?,https://quantrimang.com/cong-nghe/xoa-nhung-gi-trong-windows-disk-cleanup-198162,Kun cute,13/07,Danh sách này bao gồm các loại file thường xuất hiện trong tiện ích Disk Cleanup và cho biết liệu chúng có an toàn để xóa hay không.,Hệ thống
Code Tuyệt Thế Cửu Thiên mới nhất,https://quantrimang.com/cong-nghe/code-tuyet-the-cuu-thien-198594,Minh Mũm Mĩm,1 giờ,Code game Tuyệt Thế Cửu Thiên hỗ trợ người chơi tiền tệ và vật phẩm để người chơi bắt đầu khi chơi.,Game - Trò chơi
"Tải Football Pro VTC PC, Football Pro VTC trên máy tính",https://quantrimang.com/cong-nghe/football-pro-vtc-pc-198591,Minh Mũm Mĩm,2 giờ,Football Pro VTC trên máy tính là game mobile thuộc thể loại bóng đá được phát triển và được phát hành chính thức bởi VTC Game.,Game - Trò chơi
Code Football Pro VTC mới nhất,https://quantrimang.com/cong-nghe/code-football-pro-vtc-198581,Minh Mũm Mĩm,7 giờ,"Nếu bạn đang tìm kiếm Code Football Pro VTC thì bạn hãy kéo xuống dưới đây, bạn hãy chọn tất cả giftcode Football Pro VTC để nhập và đổi thưởng.",Game - Trò chơi
Chơi game Android không cần giả lập với Google Play Games,https://quantrimang.com/cong-nghe/choi-game-android-khong-can-gia-lap-voi-google-play-games-198563,Minh Mũm Mĩm,2 ngày,"Google Play Games là một dịch vụ trò chơi của Google cho phép bạn duyệt, tải xuống và chơi trò chơi trên thiết bị Android, Chromebook và PC chạy Windows của mình.",Game - Trò chơi
Code Ta là tiểu tiên nhỏ mới nhất,https://quantrimang.com/cong-nghe/code-ta-la-tieu-tien-nho-moi-nhat-198534,Minh Mũm Mĩm,3 ngày,"Code Ta là tiểu tiên nhỏ hỗ trợ người chơi khi bắt đầu là một tân thủ, người chơi sẽ nhận được nhiều phần thưởng như vàng, số lần mở đỉnh và nhiều phần thưởng có giá trị khác",Game - Trò chơi
Code Tiên Lữ Kỳ Duyên mới nhất,https://quantrimang.com/cong-nghe/code-tien-lu-ky-duyen-moi-nhat-198523,Minh Mũm Mĩm,4 ngày,"Code Tiên Lữ Kỳ Duyên dành tặng người mới chơi nhiều phần thưởng miễn phí, kèm theo đó là tiền tệ để bạn sử dụng cho những tính năng trong game như cường hóa, mua bán...",Game - Trò chơi
Cách xem lịch sử mua hàng trên Steam,https://quantrimang.com/cong-nghe/xem-lich-su-mua-hang-tren-steam-198432,Phạm Hải,30/07,Steam cho phép bạn dễ dàng xem danh sách các mặt hàng mà mình đã từng mua trên nền tảng này.,Game - Trò chơi
"Top game Poki hay, game Poki hot",https://quantrimang.com/cong-nghe/top-game-poki-hay-198430,Minh Mũm Mĩm,28/07,"Poki về cơ bản là một trang web Game Online miễn phí, cung cấp số lượng lớn game online với nhiều thể loại khác nhau bao gồm hành động, phiêu lưu, câu đố, đua xe và nhiều hơn nữa.",Game - Trò chơi
Cách tham gia Tấm Vé Đổi Đời Liên Quân Mobile,https://quantrimang.com/cong-nghe/tam-ve-doi-doi-lien-quan-198415,Minh Mũm Mĩm,30/07,"SỰ KIỆN TẤM VÉ ĐỔI ĐỜI là sự kiện mới nhất của Liên Quân Mobile, diễn ra từ ngày 25/07/2023 đến ngày 30/07/2023.",Game - Trò chơi
6 lý do không nên mua màn hình HDR cho PC chơi game,https://quantrimang.com/cong-nghe/ly-do-khong-nen-mua-man-hinh-hdr-cho-pc-choi-game-198408,Đi chơi xa,27/07,"Với màn hình phù hợp và game phù hợp, nó có thể trông tuyệt vời, nhưng đây là một số lý do tại sao HDR có thể không đáng để bạn phải bận tâm.",Game - Trò chơi
Top game Y8 hay nhất 2023,https://quantrimang.com/cong-nghe/top-game-y8-hay-nhat-198407,Minh Mũm Mĩm,4 ngày,"Top những game Y8 hot nhất, game Y8 hay nhất trong đây sẽ giúp bạn chọn ra những trò chơi phù hợp với bản thân theo từng thể loại.",Game - Trò chơi
Cách xem danh sách các trò chơi ẩn trên Steam,https://quantrimang.com/cong-nghe/cach-xem-danh-sach-cac-tro-choi-an-tren-steam-198393,Phạm Hải,30/07,"Bạn muốn tìm các trò chơi bị ẩn trên Steam để có thể trải nghiệm, bỏ ẩn hoặc xóa chúng? Thật dễ dàng để làm điều đó nhờ giao diện thân thiện với người dùng của Steam hiện nay.",Game - Trò chơi
Code Untitled Boxing Game mới nhất,https://quantrimang.com/cong-nghe/code-untitled-boxing-game-198374,Minh Mũm Mĩm,25/07,Code Untitled Boxing Game cung cấp và hỗ trợ cho người chơi các lượt spin miễn phí hoặc nhiều tiền mặt để sử dụng trong game.,Game - Trò chơi
Cách hồi sinh PC chơi game cũ với AtlasOS,https://quantrimang.com/cong-nghe/hoi-sinh-pc-choi-game-cu-voi-atlasos-198354,Nguyen Minh Anh,25/07,"Hãy xem cách bạn có thể tận dụng tối đa PC cũ của mình với AtlasOS, tăng khả năng phản hồi và tăng tốc độ khung hình cho game.",Game - Trò chơi
Bao giờ Free Fire OB41 kết thúc thử nghiệm?,https://quantrimang.com/cong-nghe/bao-gio-free-fire-ob-ket-thuc-198345,Minh Mũm Mĩm,24/07,"FF OB41 đã bắt đầu hoạt động gần đây, với một số lượng người chơi lớn đăng ký tải về và tham gia vào máy chủ thử nghiệm và thử những tính năng mới.",Game - Trò chơi
Code Naraka Bladepoint mới nhất và cách nhập code,https://quantrimang.com/cong-nghe/code-naraka-bladepoint-198293,Minh Mũm Mĩm,20/07,Giftcode Naraka Bladepoint thường được chú ý nhiều vì đem lại nhiều phần thưởng cho người chơi khi chơi.,Game - Trò chơi
Code Biệt Đội Đùn Đùn mới nhất và cách nhập code,https://quantrimang.com/cong-nghe/code-biet-doi-dun-dun-198271,Minh Mũm Mĩm,19/07,"Code Biệt Đội Đùn Đùn mới nhất dành tặng người chơi những phần thưởng, ưu đãi dành cho người mới để giúp họ làm quen nhanh hơn.",Game - Trò chơi
"Cách tăng uy tín Liên Quân, tăng điểm uy tín Liên Quân Mobile nhanh",https://quantrimang.com/cong-nghe/cach-tang-uy-tin-lien-quan-198228,Minh Mũm Mĩm,17/07,Điểm uy tín Liên Quân Mobile là một thước đo cho sự đáng tin cậy và danh tiếng của một người chơi trong cộng đồng game. Điểm uy tín được tính dựa trên hành vi và hoạt động của người chơi trong trò chơi.,Game - Trò chơi
Code Eternal Ember mới nhất và cách nhập code,https://quantrimang.com/cong-nghe/code-eternal-ember-moi-nhat-va-cach-nhap-code-198200,Minh Mũm Mĩm,15/07,"Code Eternal Ember sẽ dành tặng game thủ tiền tệ và chiến lợi phẩm. Dưới đây là các mã code Eternal Ember để bạn nhập và đổi thưởng, nhớ theo dõi bài viết này để cập nhật thêm code.",Game - Trò chơi
Cách tắt thông báo trong chế độ Standby iPhone,https://quantrimang.com/cong-nghe/cach-tat-thong-bao-che-do-standby-iphone-198547,Nguyễn Trang,4 phút,Trong trường hợp bạn muốn tắt thông báo trong chế độ Standby cũng rất đơn giản. Bài viết dưới đây sẽ hướng dẫn bạn tắt thông báo chế độ Standby trên iPhone.,iPhone
Hướng dẫn hủy kích hoạt tạm thời iCloud,https://quantrimang.com/cong-nghe/cach-huy-kich-hoat-tam-thoi-icloud-198543,Nguyễn Trang,2 giờ,"Trong trường hợp tài khoản iCloud có vấn đề, hoặc muốn tạm thời gian hạn truy cập vào dữ liệu iCloud thì có thể sử dụng phương thức hủy kích hoạt tạm thời tài khoản iCloud của bạn.",iPhone
Cách tạo mật khẩu riêng cho ứng dụng đăng nhập bằng Apple ID,https://quantrimang.com/cong-nghe/cach-tao-mat-khau-rieng-cho-ung-dung-dang-nhap-bang-apple-id-198494,Nguyễn Trang,4 ngày,Khi bạn đăng nhập bằng Apple ID vào ứng dụng thì sẽ sử dụng mật khẩu riêng. Bài viết dưới đây sẽ hướng dẫn bạn tạo mật khẩu riêng cho ứng dụng đăng nhập bằng Apple ID.,iPhone
Cách dùng chế độ chụp ảnh cân bằng trên iPhone,https://quantrimang.com/cong-nghe/cach-dung-che-do-chup-anh-can-bang-tren-iphone-198479,Nguyễn Trang,5 ngày,Chế độ chụp ảnh cân bằng trên iPhone là tính năng mới trên iOS 17 để bạn có thể chụp ảnh cân đối và đẹp mắt hơn. Dưới đây là hướng dẫn dùng chế độ chụp ảnh cân bằng trên iPhone.,iPhone
Cách reset gợi ý Siri bị ẩn trên iPhone,https://quantrimang.com/cong-nghe/cach-reset-goi-y-siri-bi-an-tren-iphone-198473,Nguyễn Trang,5 ngày,"Khi bạn tắt gợi ý trên Siri thì cũng tắt những ứng dụng mà bạn thường xuyên tìm kiếm trên Spotlight. Vì vậy với những gọi ý Siri bị ẩn đi, nếu muốn lấy lại thì bạn có thể rest lại gợi ý Siri bị ẩn trên iPhone.",iPhone
Cách ping Apple Watch từ iPhone,https://quantrimang.com/cong-nghe/ping-apple-watch-tu-iphone-198447,Nguyen Minh Anh,30/07,"Không giống như những chiếc đồng hồ truyền thống khó tìm, may mắn thay, bạn có thể dễ dàng tìm thấy Apple Watch của mình bằng cách ping nó từ iPhone hoặc iPad.",iPhone
Cách chỉnh ứng dụng trong menu Tin nhắn iPhone,https://quantrimang.com/cong-nghe/cach-chinh-ung-dung-trong-menu-tin-nhan-iphone-198438,Nguyễn Trang,29/07,"Danh sách ứng dụng trong menu Tin nhắn iPhone hiển thị theo mặc định và bạn có thể thay đổi lại thứ tự để sử dụng theo ý mình, thuận tiện hơn khi chọn ứng dụng trong Tin nhắn.",iPhone
Cách vệ sinh loa iPhone,https://quantrimang.com/cong-nghe/ve-sinh-loa-iphone-198405,Nguyen Lan Anh,27/07,"Bất kể bạn vệ sinh iPhone của mình thường xuyên như thế nào, loa và các cổng khác của iPhone có thể vẫn sẽ tích tụ bụi bẩn, xơ vải và các mảnh vụn khác theo thời gian.",iPhone
Cách tắt tự động sao lưu iCloud trên iPhone,https://quantrimang.com/cong-nghe/cach-tat-tu-dong-sao-luu-icloud-tren-iphone-198365,Nguyễn Trang,26/07,Nếu bạn muốn sao lưu iCloud thủ công để hạn chế tốn dung lượng lưu trữ iCloud thì nên tắt tự động sao lưu iCloud trên iPhone. Khi đó dữ liệu sẽ không tự động đồng bộ với iCloud nữa.,iPhone
Hướng dẫn ẩn địa chỉ email trên iPhone bằng email ảo,https://quantrimang.com/cong-nghe/huong-dan-an-dia-chi-email-tren-iphone-198355,Nguyễn Trang,25/07,"Trên iPhone có hỗ trợ người dùng tạo email ảo, các địa chỉ email ngẫu nhiên và được liên kết với địa chỉ email chính của bạn",iPhone
Cách kích hoạt chế độ đọc trang web trên Safari,https://quantrimang.com/cong-nghe/cach-kich-hoat-che-do-doc-trang-web-tren-safari-198326,Nguyễn Trang,22/07,Trên iOS 17 đã có tính năng đọc trang web thông qua Safari để người dùng dễ dàng nghe nội dung trang web. Đó là tính năng mới Listen to Page trên Safari dành cho những thiết bị cài đặt iOS 17 trở lên.,iPhone
Cách hạ cấp từ iOS 17 xuống iOS 16 mà không mất dữ liệu bằng Tenorshare Reiboot,https://quantrimang.com/cong-nghe/ha-cap-tu-ios-17-xuong-ios-16-khong-mat-du-lieu-198306,Kandy parfume,21/07,"Nếu bạn muốn quay lại iOS 16 ổn định trên điện thoại của mình, thì đây là hướng dẫn cơ bản để gỡ cài đặt iOS 17 và hạ cấp từ iOS 17 xuống 16.",iPhone
Cách dùng NameDrop trên iPhone chia sẻ liên hệ nhanh chóng,https://quantrimang.com/cong-nghe/cach-dung-namedrop-tren-iphone-chia-se-lien-he-198294,Nguyễn Trang,21/07,"NameDrop trên iPhone là tính năng mới được đưa vào công cụ AirDrop trên bản iOS 17 để chia sẻ liên hệ gồm số điện thoại và địa chỉ email nhanh chóng, thuận tiện hơn so với trước đây.",iPhone
Cách chỉnh sửa ghi chú trong ứng dụng Pages iPhone,https://quantrimang.com/cong-nghe/cach-chinh-sua-ghi-chu-trong-ung-dung-pages-iphone-198283,Nguyễn Trang,21/07,"Nếu muốn người dùng hoàn toàn có thể chỉnh sửa ghi chú trong ứng dụng Pages, từ đó có thêm nhiều công cụ để chỉnh sửa ghi chú hơn.",iPhone
Cách chèn sticker động trong ghi chú iPhone,https://quantrimang.com/cong-nghe/cach-chen-sticker-dong-trong-ghi-chu-iphone-198252,Nguyễn Trang,19/07,Trên iOS 17 có tính năng chuyển hình ảnh sang dạng sticker động để chúng ta có thể chèn sticker vào tin nhắn hay trong ghi chú trên iPhone. Với việc chèn sticker vào ghi chú sẽ giúp nội dung thêm phong phú hơn.,iPhone
Cách tạo ảnh poster emoji cho số điện thoại của bạn trên iPhone,https://quantrimang.com/cong-nghe/cach-tao-anh-emoji-cho-lien-he-iphone-198251,Nguyễn Trang,19/07,Ngoài lựa chọn ảnh trong album làm ảnh liên hệ trên iPhone thì chúng ta có thể chọn emoji làm ảnh liên hệ trên iPhone. Bài viết dưới đây sẽ hướng dẫn bạn tạo ảnh emoji liên hệ trên iPhone.,iPhone
Cách sử dụng công cụ Level trong ứng dụng Camera trên iPhone,https://quantrimang.com/cong-nghe/cong-cu-level-trong-ung-dung-camera-iphone-198249,Kandy parfume,18/07,Bài viết hôm nay sẽ thảo luận về tất cả những gì bạn cần biết về công cụ Level trong ứng dụng Camera và hướng dẫn bạn cách sử dụng công cụ này để tạo bố cục ảnh đẹp hơn.,iPhone
5 tính năng iOS 17 mà iPhone 12 trở lên mới có thể sử dụng,https://quantrimang.com/cong-nghe/tinh-nang-ios-17-yeu-cau-iphone-12-tro-len-198136,Nguyen Lan Anh,14/07,Không có gì ngạc nhiên khi một số tính năng của iOS 17 dựa trên thuật toán Machine Learning mới nhất yêu cầu chip mới để chạy tốt.,iPhone
Cách đổi màn hình gọi đến iPhone,https://quantrimang.com/cong-nghe/cach-cai-poster-cho-so-dien-thoai-cua-ban-tren-iphone-198126,Nguyễn Trang,6 ngày,Tính năng đổi màn hình gọi đến iPhone này sẽ giúp bạn chỉ cần nhìn thoáng qua là biết được ai đang gọi điện đến cho mình.,iPhone
